Job Title,Company,Location,Work Type,Salary,Link
Aktuaris Internship,KB Insurance Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/aktuaris-internship/89ac5086-9dc4-41f5-8fca-32a18d0091cc?utm_referrer=explore
ENGLISH TEACHER Merangkap STAFF TU,English Course ILC & Bimbel SL,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Medical Education,N/A,https://glints.com/id/opportunities/jobs/english-teacher-merangkap-staff-tu/9c9a69e7-f17e-41fc-91fe-86faf4889091?utm_referrer=explore
2D Artist,Cakeplabs,"Denpasar Timur, Denpasar, Bali, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/2d-artist/9ad82d68-9195-4530-a24b-a563a7f6e10b?utm_referrer=explore
ENGLISH TEACHER Merangkap STAFF TU,English Course ILC & Bimbel SL,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,N/A,https://glints.com/id/opportunities/jobs/english-teacher-merangkap-staff-tu/8d09f258-594b-4988-9877-d369261842cd?utm_referrer=explore
Hookah Master,Hookah Xpress Bali,"Kuta, Badung, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/hookah-master/cc244f55-9730-485e-a52d-bb787dd9b6fe?utm_referrer=explore
Staff Customer Service,PT Solusi Nusantara Teredukasi,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/staff-customer-service/d6afac0c-7d87-4a18-b58a-eb0627db0870?utm_referrer=explore
HR Recruitment Officer Intern (Jakarta Area),PT VPlus Platinum 8 Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Creative,N/A,https://glints.com/id/opportunities/jobs/hr-recruitment-officer-intern-jakarta-area/8991aa0c-b53d-4dbd-a58a-bfb0bf84f88a?utm_referrer=explore
Bioinformatics Intern Risk Prediction,Nalagenetics,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Percaya Diri,N/A,https://glints.com/id/opportunities/jobs/bioinformatics-intern-risk-prediction/e6605b9d-4dd4-4458-b817-ee23b9b14f43?utm_referrer=explore
Brand Promotor (Produk Alkohol),SIXperience Indonesia (PT. Jiwa Enam Semesta),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",+3,N/A,https://glints.com/id/opportunities/jobs/brand-promotor-produk-alkohol/cb75253a-238e-4c50-9ba9-845f8e0809e5?utm_referrer=explore
SPG So Nice,PT SOS Indonesia Tbk.,"Tenggilis Mejoyo, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/spg-so-nice/e1c29552-e7c8-4d39-b9e1-903efe9b91ea?utm_referrer=explore
LOWONGAN GURU SD (ENGLISH MATH SCIENCE),AL-WILDAN ISLAMIC SCHOOL 4 JAKARTA SELATAN,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/lowongan-guru-sd-english-math-science/4e92428f-c0b2-4b16-ab32-f8c8c509d642?utm_referrer=explore
Sales Promotion Girl (Baby Diapers),PT Lembut Kasih Ibu,"Andir, Bandung, Jawa Barat, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/sales-promotion-girl-baby-diapers/abc3a0bb-0e91-40ad-bedb-3c6131c77acf?utm_referrer=explore
Internship SEO Writer,Pt Ada Ide Langsung Jalan,"Lowokwaru, Malang, Jawa Timur, Indonesia",Sales and Marketing,N/A,https://glints.com/id/opportunities/jobs/internship-seo-writer/2591af5e-e9e8-431b-a1d9-c347b62736f2?utm_referrer=explore
Sales Advisor - Mitra 10 ( Solo ),PT Duta Amanah Insani Logistic,"Grogol, Sukoharjo, Jawa Tengah, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/sales-advisor-mitra-10-solo/c72164c8-2821-49bb-abfc-3563d7d3802d?utm_referrer=explore
Social Media Specialist,PT. BINTANG SEMESTA CAKRAWALA,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/social-media-specialist/e14ab66b-7a1d-442a-a911-c4fcd2cbf948?utm_referrer=explore
Sales Executive Cirebon,Professional Human Resources,"Kesambi, Cirebon, Jawa Barat, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/sales-executive-cirebon/47e29dcf-1cf6-4dc8-aa8a-08280c505af7?utm_referrer=explore
KOL Specialist Intern,Griity,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/kol-specialist-intern/f2f05455-3beb-4ee6-930d-481ec7877d78?utm_referrer=explore
Volunteer Manager Malang,Involuntir,"Lowokwaru, Malang, Jawa Timur, Indonesia",Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,N/A,https://glints.com/id/opportunities/jobs/volunteer-manager-malang/a2de5937-337b-4a9d-8342-c2b36d0f3a57?utm_referrer=explore
Live streamer,Shuaiku Media,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/live-streamer/87adccd6-d830-4c2d-b4aa-96edd90c4a99?utm_referrer=explore
Host Live Streaming and Content Creator,PT Distributor Gadget Indonesia,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Kurang dari setahun,"Rp2,5jt-Rp10jt",https://glints.com/id/opportunities/jobs/host-live-streaming-and-content-creator/05d2b073-2653-4f96-8fdb-641ac64866de?utm_referrer=explore
Content Creator,PT Karya Laili Mendunia,"Wiyung, Surabaya, Jawa Timur, Indonesia",Minimal Diploma (D1 - D4),"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/content-creator/42f067c1-8518-4490-b479-d0e6aec9a92f?utm_referrer=explore
Management Trainee,Pt Primarajuli Sukses,"Tigaraksa, Kab. Tangerang, Banten, Indonesia",Host Live,"Rp3,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/management-trainee/db8b4d58-95d8-47e9-a87f-3a1eda2575f5?utm_referrer=explore
Staff Telemarketing,Financia Golden Trade,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia","Host live streaming, tiktok host","Rp4,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/staff-telemarketing/8c8d68d1-c5a2-454d-973e-0bebf024e26d?utm_referrer=explore
Mobile Waiter,Brillant Autocare,"Rungkut, Surabaya, Jawa Timur, Indonesia",+1,Rp10jt-Rp15jt,https://glints.com/id/opportunities/jobs/mobile-waiter/ef820ba2-0db9-4b98-b374-ffc7c6aeadfc?utm_referrer=explore
Intern Buyer,PT Global Ritel Digital,"Pinang, Tangerang, Banten, Indonesia",Penuh Waktu,Rp10jt-Rp11jt,https://glints.com/id/opportunities/jobs/intern-buyer/88ef4ce4-86c7-430d-8a81-41dd0804e1be?utm_referrer=explore
Sales Retail,PT Pandawa Karya Citra,"Pulogadung, Jakarta Timur, DKI Jakarta, Indonesia",Kurang dari setahun,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/sales-retail/c5dfc20f-1bba-4a4b-b292-27e7b753877f?utm_referrer=explore
Sales Promotion Girl,PT. Putra Windu Trijaya Grup of Wiraland,"Serpong Utara, Tangerang Selatan, Banten, Indonesia",Minimal SMA/SMK,Rp6jt-Rp9jt,https://glints.com/id/opportunities/jobs/sales-promotion-girl/824161fe-5392-4bf1-af68-1cf3c3f05ddd?utm_referrer=explore
Drafter Engineering,Fajar Benua Group,"Cibinong, Kab. Bogor, Jawa Barat, Indonesia",Menulis Konten,"Rp1jt-Rp4,6jt",https://glints.com/id/opportunities/jobs/drafter-engineering/0c3d7027-bc6b-4c5b-8092-79415e2f019d?utm_referrer=explore
Sales & Promo,PT.SEKAWAN KOSMETIK WASANTARA,"Sidoarjo, Kab. Sidoarjo, Jawa Timur, Indonesia",konten kreator gaming,"Rp4jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/sales-and-promo/fdf1ff42-6eae-4149-be83-8f0f166b3a90?utm_referrer=explore
Translator Mandarin & Asisstant,JEKO GROUP CO. LTD,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",+32,Rp22jt-Rp25jt,https://glints.com/id/opportunities/jobs/translator-mandarin-and-asisstant/87de0bc0-a59f-4351-bdbf-9eec3bae3b80?utm_referrer=explore
Sales Executive,PT. Dynamika Blockindo,"Kelapa Dua, Kab. Tangerang, Banten, Indonesia",Penuh Waktu,"Rp3jt-Rp4,9jt",https://glints.com/id/opportunities/jobs/sales-executive/6ff27b95-6c6f-4b97-8c72-f2a2e25b8dd4?utm_referrer=explore
Senior Business Partner,Digital21,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",Kurang dari setahun,"Rp3jt-Rp3,2jt",https://glints.com/id/opportunities/jobs/senior-business-partner/461d55ce-029f-46f9-8d7b-ad63f85d8a8f?utm_referrer=explore
Model,PT AMAN LANGGENG SENTOSA,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Minimal Sarjana (S1),"Rp2,9jt-Rp3jt",https://glints.com/id/opportunities/jobs/model/ca2ad49a-f6a6-40ae-be0e-a64130c0e283?utm_referrer=explore
Tutor/Guru Kimia,DBB Course,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Photo & Video Editing,N/A,https://glints.com/id/opportunities/jobs/tutor-guru-kimia/75478925-a3df-49a2-84c3-b39e4050f834?utm_referrer=explore
Administrasi,APM Movers,"Pondok Gede, Bekasi, Jawa Barat, Indonesia",+6,N/A,https://glints.com/id/opportunities/jobs/administrasi/cba18ab2-771f-4bef-9201-7eaf8e8aa932?utm_referrer=explore
Content Creator,ALMUCHTAR TOUR & TRAVEL,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/content-creator/5e50a3f6-996d-48f6-8d20-5546292f00d8?utm_referrer=explore
Accounting,Bali Beach Glamping,"Tabanan, Kab. Tabanan, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/accounting/7a064252-e020-4748-b705-93a7e89ba7e4?utm_referrer=explore
Full Stack IT Engineer,PT Daiichi Mandiri Automation,"Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/full-stack-it-engineer/187cd2b4-6018-4a81-936b-c32d0de5b317?utm_referrer=explore
Sales Alat Kesehatan,Pt Sanidata Indonesia,"Denpasar Barat, Denpasar, Bali, Indonesia",MANAGEMENT TRAINEE,N/A,https://glints.com/id/opportunities/jobs/sales-alat-kesehatan/205a91ef-d939-4fe1-b4dd-2c119f060093?utm_referrer=explore
Sales Refinancing,PT Swakarya Insan Mandiri Banten-BODEBEK,"Sawangan, Depok, Jawa Barat, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/sales-refinancing/6db5ebce-5929-4ef8-9d94-10ce9e7a3ce3?utm_referrer=explore
Accounting Inventory Staff,Porto Indonesia Sejahtera,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Kontrak,N/A,https://glints.com/id/opportunities/jobs/accounting-inventory-staff/8ab4fd52-578b-47ca-bc0f-da3d04e7c794?utm_referrer=explore
Customer Sales Support 行销客服,OTT InfoTech,"Makasar, Jakarta Timur, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/customer-sales-support-行销客服/5ba0e0fc-d09a-40cb-8237-c386c78bb3bf?utm_referrer=explore
Social Media Specialist,Pajamas House,"Pondok Gede, Bekasi, Jawa Barat, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/social-media-specialist/7d0aa394-bb08-4bf8-a1e7-1ae86df5e58a?utm_referrer=explore
Bidan,Klinik Apollo ,"Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",Komputer Ms Office,N/A,https://glints.com/id/opportunities/jobs/bidan/b3c22693-09f5-4ca2-8307-be2e079a5ff8?utm_referrer=explore
Sales Advisor - Mitra Bangunanan Jambi 2,PT Duta Amanah Insani Logistic,"Kota Baru, Jambi, Jambi, Indonesia",+5,N/A,https://glints.com/id/opportunities/jobs/sales-advisor-mitra-bangunanan-jambi-2/022636a6-2abb-48f0-9df2-0f1b0e49e20c?utm_referrer=explore
Business Development,Vox3,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/business-development/4e3a34e0-cf5a-4750-803e-901f4ddc2374?utm_referrer=explore
Marketing Wilayah Lampung,PT Raja Cepat Nusantara,"Sukabumi, Bandar Lampung, Lampung, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/marketing-wilayah-lampung/1bd54140-d28a-47c9-b166-748d800e1beb?utm_referrer=explore
Sales Mobil Toyota,Tunas Toyota Pecenongan ,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/sales-mobil-toyota/264303bd-b9c4-462c-9321-dd67fa4b8a61?utm_referrer=explore
Purchasing (MEP),PT. Cahaya Teknindo Majumandiri,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,"Rp4,1jt-Rp5jt",https://glints.com/id/opportunities/jobs/purchasing-mep/759b684c-25fa-47f7-9521-0e4cac1658da?utm_referrer=explore
QA Tester,PT Bahtera Pesat Lintasbuana,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,Rp6jt-Rp6jt,https://glints.com/id/opportunities/jobs/qa-tester/dc20bf69-bee5-4447-ae90-c39e1b50992c?utm_referrer=explore
Sales Officer Export Import,PT Forecastle Indonesia,"Tanjung Priok, Jakarta Utara, DKI Jakarta, Indonesia",Minimal Diploma (D1 - D4),"Rp3jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/sales-officer-export-import/27bcf4f2-5ac6-4f29-847a-0ac9b876ef2d?utm_referrer=explore
MARKETING ADVISOR MEDAN,PT Fajar Lestari Sejati,"Medan Helvetia, Medan, Sumatera Utara, Indonesia",Negotiation,Rp5jt-Rp8jt,https://glints.com/id/opportunities/jobs/marketing-advisor-medan/58386173-294c-4558-a5f9-b47006761848?utm_referrer=explore
Mandarin Staff,PT. Abadi Jaya Otoparts,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Purchasing,"Rp3jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/mandarin-staff/236c6a9a-f448-4339-9919-83707ccfee26?utm_referrer=explore
Teknisi - Pest Control,"BIOPROTEC ADHIRAJASA NUSANTARA, PT","Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",+1,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/teknisi-pest-control/a54fc781-75fc-4225-b0d1-8044f5147c35?utm_referrer=explore
Mice Operation,PT. Kingsindo Travel Perkasa,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia",Kontrak,Rp8jt-Rp12jt,https://glints.com/id/opportunities/jobs/mice-operation/e87f3ffc-895b-4337-bc22-5ba8ede73b42?utm_referrer=explore
therapist spa family,Palem Training Center,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia",Kurang dari setahun,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/therapist-spa-family/c5b95170-cc3f-463f-bf72-40b2085db6e0?utm_referrer=explore
Sales Marketing Executive,PT Surya Pertiwi Tbk,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Minimal Sarjana (S1),Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/sales-marketing-executive/cd3ba64c-a123-4461-b7bc-989274a0dec2?utm_referrer=explore
Management Trainee Coco Group,PT BALI PAWIWAHAN (Coco Group) ,"Kuta Selatan, Kab. Badung, Bali, Indonesia",MySQL,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/management-trainee-coco-group/b838f087-da90-4b87-9244-9510c1fdc8aa?utm_referrer=explore
Staff PPIC,PT. Surya Bangkit Cemerlang,"Karangawen, Kab. Demak, Jawa Tengah, Indonesia",SQL,"Rp1,5jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/staff-ppic/770ba0cd-f5ed-4075-8679-92f71332986d?utm_referrer=explore
Marketing,Gayatri Microfinance Bali,"Tabanan, Kab. Tabanan, Bali, Indonesia",+3,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/marketing/0ef2c030-f4cb-4775-b7f2-c1bcade1fc0f?utm_referrer=explore
Marketing,Gayatri Microfinance Bali,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,"Rp3,2jt-Rp3,2jt",https://glints.com/id/opportunities/jobs/marketing/113b95d3-bacd-4da2-96d7-5af6a2665074?utm_referrer=explore
ENGLISH TEACHER Merangkap STAFF TU,English Course ILC & Bimbel SL,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/english-teacher-merangkap-staff-tu/8d09f258-594b-4988-9877-d369261842cd?utm_referrer=explore
Staff Customer Service,PT Solusi Nusantara Teredukasi,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Minimal Diploma (D1 - D4),N/A,https://glints.com/id/opportunities/jobs/staff-customer-service/d6afac0c-7d87-4a18-b58a-eb0627db0870?utm_referrer=explore
Sales & Marketing,ALMUCHTAR TOUR & TRAVEL,"Medan Area, Medan, Sumatera Utara, Indonesia",Marketing Communications,N/A,https://glints.com/id/opportunities/jobs/sales-and-marketing/a53132e6-a979-4f66-8305-ec343a85d1d5?utm_referrer=explore
Grafis Desainer,ALMUCHTAR TOUR & TRAVEL,"Medan Area, Medan, Sumatera Utara, Indonesia",+28,N/A,https://glints.com/id/opportunities/jobs/grafis-desainer/d24b670b-7850-447e-a60f-c63e29db4bd8?utm_referrer=explore
Mandarin Teacher,Smart Learning,"Cipondoh, Tangerang, Banten, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/mandarin-teacher/b4fa51cc-8d6e-4963-af0a-7a2a0310505e?utm_referrer=explore
Finance & Accounting Staff,Bumi Lestari Investama Group,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/finance-and-accounting-staff/c8fece63-1953-4bd7-baef-d8a415b046dd?utm_referrer=explore
KOL Specialist Intern,Griity,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/kol-specialist-intern/f2f05455-3beb-4ee6-930d-481ec7877d78?utm_referrer=explore
Volunteer Manager Malang,Involuntir,"Lowokwaru, Malang, Jawa Timur, Indonesia",Marketing,N/A,https://glints.com/id/opportunities/jobs/volunteer-manager-malang/a2de5937-337b-4a9d-8342-c2b36d0f3a57?utm_referrer=explore
Sales Marketing Freelance,Lubis Konveksi,"Pondok Aren, Tangerang Selatan, Banten, Indonesia",Marketing Advisor,N/A,https://glints.com/id/opportunities/jobs/sales-marketing-freelance/28da3b50-95e8-4c50-8ea3-8b04af41c93b?utm_referrer=explore
Product Support Trainee,Pt Sahabat Lingkungan Hidup,"Genteng, Surabaya, Jawa Timur, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/product-support-trainee/1b6fb3fd-ca83-4523-8f35-ba3c8d5d7f3e?utm_referrer=explore
Multimedia Marketing Specialist,Pt Sahabat Lingkungan Hidup,"Genteng, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/multimedia-marketing-specialist/8a987fe2-58db-45fc-9585-650b76b691e6?utm_referrer=explore
Sales Promotion Girl,PT. Pangansari Utama Food Resources,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/sales-promotion-girl/daabfef7-eb78-4548-8ff0-d4e463df80fa?utm_referrer=explore
Waitress / Waiter,Sambal Society Ubud,"Ubud, Kab. Gianyar, Bali, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/waitress-waiter/a8990e74-95ee-436a-94fc-8bdfa15652de?utm_referrer=explore
Staff,PT Langgeng Buana Jaya,"Kebomas, Kab. Gresik, Jawa Timur, Indonesia",Bahasa Mandarin,N/A,https://glints.com/id/opportunities/jobs/staff/ac83c386-77ad-4ac8-b3f4-07e3d4cc9977?utm_referrer=explore
Staff Dapur (Kitchen Helper),Sambal Society Ubud,"Ubud, Kab. Gianyar, Bali, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/staff-dapur-kitchen-helper/4b8cb531-4261-43a1-bde2-967012535c45?utm_referrer=explore
Sales Alat Lab,PT. Pandu Inovasi Investama,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Kontrak,N/A,https://glints.com/id/opportunities/jobs/sales-alat-lab/6d474b41-e511-4f9f-a262-7cbd14fcc1b2?utm_referrer=explore
Marketing Property,MIRALAND,"Kuta Selatan, Kab. Badung, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/marketing-property/e720e924-b501-426e-9daa-55fc19ef0141?utm_referrer=explore
Sales Promotion Girl,PT INDOLIMA PERKASA BALI,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,"Rp3jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/sales-promotion-girl/1784cb71-2133-470a-9cc3-99fa9a62cf8d?utm_referrer=explore
Guru SMK (Desain Komunikasi Visual),Sekolah Budi Luhur (SMP-SMA-SMK) Kota Tangerang,"Karang Tengah, Tangerang, Banten, Indonesia",Kurang dari setahun,"Rp4jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/guru-smk-desain-komunikasi-visual/35da1ef2-3a36-4e77-9d67-2c35b82000a7?utm_referrer=explore
Content Creator,Pizza Napoletana,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Minimal SMA/SMK,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/content-creator/6d0858b3-4dcc-41ad-ae0f-ab1a1a2347ce?utm_referrer=explore
Cook Helper,SBK Center,"Serpong, Tangerang Selatan, Banten, Indonesia",Mau belajar hal-hal baru,"Rp2,8jt",https://glints.com/id/opportunities/jobs/cook-helper/c7b042a7-229e-492f-8ee8-18ae433a350c?utm_referrer=explore
Admin Marketing,GALAXY DIGITAL BALI,"Denpasar Barat, Denpasar, Bali, Indonesia",+2,"Rp1,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/admin-marketing/4564f3d2-e1e6-4e0a-bd70-2489acd86dab?utm_referrer=explore
Merchandiser Majalengka,Professional Human Resources,"Jatiwangi, Majalengka, Jawa Barat, Indonesia",Penuh Waktu,"Rp3,5jt-Rp4,8jt",https://glints.com/id/opportunities/jobs/merchandiser-majalengka/836b692b-9a77-4f30-8dac-7d97f91fb917?utm_referrer=explore
Sosial Media Manager,GIO CARDIN,"Bojongloa Kidul, Bandung, Jawa Barat, Indonesia",Kurang dari setahun,"Rp2jt-Rp2,5jt",https://glints.com/id/opportunities/jobs/sosial-media-manager/61cd5b46-fb78-4eb0-8b02-0efef52268d5?utm_referrer=explore
Freelance Operations [Garut],PT Paragon Pratama Teknologi (StickEarn),"Tarogong Kidul, Garut, Jawa Barat, Indonesia",Minimal Sarjana (S1),N/A,https://glints.com/id/opportunities/jobs/freelance-operations-garut/a8740cbd-d85d-4876-bc3e-14dee5d80b08?utm_referrer=explore
IT Support Internship,PT Visionet Data Internasional,"Karawaci, Tangerang, Banten, Indonesia",mampu mengajar,N/A,https://glints.com/id/opportunities/jobs/it-support-internship/9fa11114-45c3-42d7-a65a-245af3f879c4?utm_referrer=explore
Accounting,PT. INDOBEST ARTHA KREASI,"Pinang, Tangerang, Banten, Indonesia",saya mampu mengoperasikan software design,N/A,https://glints.com/id/opportunities/jobs/accounting/1fa29711-c40d-4520-82f9-18430872252a?utm_referrer=explore
Backend Developer,PT Merkle Inovasi Teknologi,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",+1,N/A,https://glints.com/id/opportunities/jobs/backend-developer/5b1493a9-1868-4ee3-9c16-dd56fe24da57?utm_referrer=explore
HOST LIVE STREAMING SHOPEE,CutOff - Life Daily Wear,"Lakarsantri, Surabaya, Jawa Timur, Indonesia",Paruh Waktu,N/A,https://glints.com/id/opportunities/jobs/host-live-streaming-shopee/8a866a62-6a11-4d4d-b9ba-aaa028f0a6ca?utm_referrer=explore
Barista,Mineko Ice Cream & Drinks,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/barista/9c7d3aae-c43c-4794-ab6f-bffbe1f08e18?utm_referrer=explore
Teknisi Jaringan - Jember,PT. Ibinet Global Nusatindo,"Denpasar Barat, Denpasar, Bali, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/teknisi-jaringan-jember/53289185-5b11-4e96-8919-802928eb8b45?utm_referrer=explore
Teknisi Jaringan VSAT - BALI,PT. Ibinet Global Nusatindo,"Denpasar Barat, Denpasar, Bali, Indonesia",Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan,N/A,https://glints.com/id/opportunities/jobs/teknisi-jaringan-vsat-bali/0bdbe1a3-aea6-40c2-ad00-1aa3428a25ee?utm_referrer=explore
Graphic Design & Videographer,PT Srikandi Sumber Berkat,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",+4,N/A,https://glints.com/id/opportunities/jobs/graphic-design-and-videographer/132a8c10-5a65-4eb6-9521-559aaa4cb957?utm_referrer=explore
Magang Marketing Support,PT. Kobe Boga Utama,"Pinang, Tangerang, Banten, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/magang-marketing-support/a9bad9e5-1e24-4aec-8b0e-160c987684ed?utm_referrer=explore
Pramuniaga,Pradnya Mart Bali,"Denpasar Timur, Denpasar, Bali, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/pramuniaga/6c019e01-b364-4da8-b1b0-541788690ee5?utm_referrer=explore
Marketing,Pradnya Mart Bali,"Denpasar Timur, Denpasar, Bali, Indonesia",Minimal SMA/SMK,N/A,https://glints.com/id/opportunities/jobs/marketing/ec6e6db6-2b20-4b07-8100-46e5293fd55b?utm_referrer=explore
Sales Executive,PT. Dwi Perkasa Mobiltama Pajajaran,"Bogor Utara, Bogor, Jawa Barat, Indonesia",Rajin Bertanggung Jawab,N/A,https://glints.com/id/opportunities/jobs/sales-executive/8c6c6b1b-b34e-49e5-b0cb-25c02f8e1726?utm_referrer=explore
Waiter/ Waitress,Okaeri Bali,"Kuta Selatan, Badung, Bali, Indonesia",+2,N/A,https://glints.com/id/opportunities/jobs/waiter-waitress/a9a081f1-3058-479f-b127-de028dc1313d?utm_referrer=explore
Waiter/Waitress,Okaeri Bali,"Kuta Selatan, Badung, Bali, Indonesia",Penuh Waktu,N/A,https://glints.com/id/opportunities/jobs/waiter-waitress/38c402a2-286d-4b53-9a6c-b7a8055f2e5c?utm_referrer=explore
Front Desk Officer,Code Pilates,"Pagedangan, Tangerang, Banten, Indonesia",Kurang dari setahun,N/A,https://glints.com/id/opportunities/jobs/front-desk-officer/9c156f6c-b796-4523-8c59-d6cf8aa628d4?utm_referrer=explore
